,Buckeye,Freq,Log Freq,Fischer,Freq,Log Freq,Google ,Freq,Log Freq,Switchboard,Freq,Log Freq
reach,10,3.54E-05,-10.24911419,310,1.47E-05,-11.12469546,30546867,2.98E-05,-10.42085154,32,2.19E-05,-10.73095868
reached,5,1.77E-05,-10.94226137,124,5.90E-06,-12.04098619,22114390,2.16E-05,-10.74388514,16,1.09E-05,-11.42410586
reaches,1,3.54E-06,-12.55169928,26,1.24E-06,-13.60317122,5996714,5.85E-06,-12.04890202,5,3.42E-06,-12.58725667
reaching,2,7.08E-06,-11.8585521,74,3.52E-06,-12.55720266,8604714,8.40E-06,-11.68780348,6,4.10E-06,-12.40493512
react,1,3.54E-06,-12.55169928,504,2.40E-05,-10.63869149,3585802,3.50E-06,-12.56313151,7,4.78E-06,-12.25078444
reacted,1,3.54E-06,-12.55169928,59,2.81E-06,-12.78373031,1057340,1.03E-06,-13.78435735,1,6.83E-07,-14.19669459
reacting,1,3.54E-06,-12.55169928,51,2.43E-06,-12.92944212,871785,8.51E-07,-13.97732612,1,6.83E-07,-14.19669459
reaction,4,1.42E-05,-11.16540492,387,1.84E-05,-10.90284306,14601185,1.42E-05,-11.15901098,10,6.83E-06,-11.89410949
reactions,1,3.54E-06,-12.55169928,89,4.23E-06,-12.37263139,7269595,7.09E-06,-11.85641309,5,3.42E-06,-12.58725667
read,84,0.000297266,-8.120882482,8200,0.000389994,-7.849378324,157996579,0.000154157,-8.77754029,798,0.000545076,-7.514585988
reader,3,1.06E-05,-11.45308699,148,7.04E-06,-11.86405548,19712376,1.92E-05,-10.85886701,6,4.10E-06,-12.40493512
reader's,2,7.08E-06,-11.8585521,14,6.66E-07,-14.22221043,437,4.26E-10,-21.57569103,3,2.05E-06,-13.0980823
readers,1,3.54E-06,-12.55169928,31,1.47E-06,-13.42728055,20392730,1.99E-05,-10.82493521,2,1.37E-06,-13.5035474
reading,34,0.000120322,-9.025338756,3229,0.000153572,-8.781339986,59159722,5.77E-05,-9.759872732,244,0.000166665,-8.69952636
reads,5,1.77E-05,-10.94226137,137,6.52E-06,-11.94128683,10109530,9.86E-06,-11.52663513,10,6.83E-06,-11.89410949
ready,61,0.000215872,-8.440825417,1741,8.28E-05,-9.399052817,42284498,4.13E-05,-10.09569313,195,0.000133195,-8.923695027
reagan,3,1.06E-05,-11.45308699,89,4.23E-06,-12.37263139,92849,9.06E-08,-16.21689443,20,1.37E-05,-11.20096231
real,269,0.00095196,-6.956987901,11380,0.000541236,-7.521655049,144660526,0.000141145,-8.865723874,1786,0.001219931,-6.708960824
realistic,6,2.12E-05,-10.75993981,218,1.04E-05,-11.47677269,7427270,7.25E-06,-11.83495531,24,1.64E-05,-11.01864076
realistically,1,3.54E-06,-12.55169928,65,3.09E-06,-12.68688049,779550,7.61E-07,-14.08915212,15,1.02E-05,-11.48864438
realities,1,3.54E-06,-12.55169928,19,9.04E-07,-13.91682878,2232673,2.18E-06,-13.03691415,1,6.83E-07,-14.19669459
reality,8,2.83E-05,-10.47225774,4776,0.000227148,-8.389909102,22431407,2.19E-05,-10.7296516,21,1.43E-05,-11.15217215
realization,1,3.54E-06,-12.55169928,28,1.33E-06,-13.52906325,2708087,2.64E-06,-12.84387119,2,1.37E-06,-13.5035474
realize,42,0.000148633,-8.814029663,1837,8.74E-05,-9.345378672,13694139,1.34E-05,-11.22314574,185,0.000126365,-8.97633876
realized,16,5.66E-05,-9.779110559,519,2.47E-05,-10.60936387,10851356,1.06E-05,-11.45582362,39,2.66E-05,-10.53313294
realizes,1,3.54E-06,-12.55169928,44,2.09E-06,-13.07707812,1410020,1.38E-06,-13.49650978,5,3.42E-06,-12.58725667
realizing,4,1.42E-05,-11.16540492,151,7.18E-06,-11.84398792,1950963,1.90E-06,-13.17179057,14,9.56E-06,-11.55763726
really,1289,0.004561621,-5.390077278,104996,0.00499364,-5.299590224,148918637,0.000145299,-8.836713575,7600,0.005191197,-5.260791059
realm,3,1.06E-05,-11.45308699,72,3.42E-06,-12.58460164,3744510,3.65E-06,-12.5198229,3,2.05E-06,-13.0980823
realtor,4,1.42E-05,-11.16540492,18,8.56E-07,-13.970896,1033815,1.01E-06,-13.80685783,1,6.83E-07,-14.19669459
realtors,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,1079079,1.05E-06,-13.76400577,2,1.37E-06,-13.5035474
reaper,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,874325,8.53E-07,-13.97441679,,,
rear,2,7.08E-06,-11.8585521,43,2.05E-06,-13.10006764,13102447,1.28E-05,-11.26731466,9,6.15E-06,-11.99947001
reared,1,3.54E-06,-12.55169928,6,2.85E-07,-15.06950829,638239,6.23E-07,-14.28915613,1,6.83E-07,-14.19669459
rearrange,1,3.54E-06,-12.55169928,15,7.13E-07,-14.15321756,428225,4.18E-07,-14.68822019,1,6.83E-07,-14.19669459
rearranging,1,3.54E-06,-12.55169928,6,2.85E-07,-15.06950829,268609,2.62E-07,-15.15461216,1,6.83E-07,-14.19669459
reason,65,0.000230027,-8.377312011,4876,0.000231904,-8.369187266,58214627,5.68E-05,-9.775977025,297,0.000202866,-8.502962447
reasonable,5,1.77E-05,-10.94226137,315,1.50E-05,-11.10869512,25105542,2.45E-05,-10.61702505,66,4.51E-05,-10.00703984
reasoning,1,3.54E-06,-12.55169928,80,3.80E-06,-12.47924112,4739087,4.62E-06,-12.28426917,3,2.05E-06,-13.0980823
reasons,13,4.60E-05,-9.986749924,1234,5.87E-05,-9.743251552,32669320,3.19E-05,-10.35367726,77,5.26E-05,-9.852889164
rebel,2,7.08E-06,-11.8585521,57,2.71E-06,-12.81821649,2095105,2.04E-06,-13.10051,6,4.10E-06,-12.40493512
rebellion,3,1.06E-05,-11.45308699,17,8.09E-07,-14.02805441,1461031,1.43E-06,-13.46097132,5,3.42E-06,-12.58725667
rebellious,1,3.54E-06,-12.55169928,49,2.33E-06,-12.96944746,605396,5.91E-07,-14.34198616,1,6.83E-07,-14.19669459
rebound,2,7.08E-06,-11.8585521,4,1.90E-07,-15.4749734,1186213,1.16E-06,-13.66934779,,,
rebuild,3,1.06E-05,-11.45308699,192,9.13E-06,-11.60377238,3488561,3.40E-06,-12.59062434,14,9.56E-06,-11.55763726
rec,2,7.08E-06,-11.8585521,11,5.23E-07,-14.46337248,1902787,1.86E-06,-13.19679402,4,2.73E-06,-12.81040022
recall,1,3.54E-06,-12.55169928,357,1.70E-05,-10.98353198,8929402,8.71E-06,-11.65076424,29,1.98E-05,-10.82939876
receipts,1,3.54E-06,-12.55169928,20,9.51E-07,-13.86553548,3404349,3.32E-06,-12.61505994,3,2.05E-06,-13.0980823
receivable,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,1504349,1.47E-06,-13.43175342,,,
receive,1,3.54E-06,-12.55169928,222,1.06E-05,-11.45859038,76822075,7.50E-05,-9.498621637,29,1.98E-05,-10.82939876
received,2,7.08E-06,-11.8585521,214,1.02E-05,-11.49529174,76942881,7.51E-05,-9.49705033,24,1.64E-05,-11.01864076
recent,3,1.06E-05,-11.45308699,474,2.25E-05,-10.70006044,80153296,7.82E-05,-9.45617267,50,3.42E-05,-10.28467158
recently,14,4.95E-05,-9.912641951,2086,9.92E-05,-9.218264121,50207324,4.90E-05,-9.923952759,259,0.000176911,-8.639866524
receptionist,2,7.08E-06,-11.8585521,26,1.24E-06,-13.60317122,590281,5.76E-07,-14.36727026,2,1.37E-06,-13.5035474
receptive,3,1.06E-05,-11.45308699,21,9.99E-07,-13.81674532,911260,8.89E-07,-13.93304069,3,2.05E-06,-13.0980823
recipe,3,1.06E-05,-11.45308699,155,7.37E-06,-11.81784264,12519050,1.22E-05,-11.31286219,63,4.30E-05,-10.05355986
recipes,2,7.08E-06,-11.8585521,160,7.61E-06,-11.78609394,12218906,1.19E-05,-11.33712925,37,2.53E-05,-10.58577667
recitation,1,3.54E-06,-12.55169928,,,,413137,4.03E-07,-14.72408969,,,
recited,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,626711,6.11E-07,-14.30738344,,,
recognition,1,3.54E-06,-12.55169928,251,1.19E-05,-11.33581482,15616172,1.52E-05,-11.09180663,12,8.20E-06,-11.71178794
recognize,8,2.83E-05,-10.47225774,280,1.33E-05,-11.22647815,13219533,1.29E-05,-11.25841816,28,1.91E-05,-10.86449008
recognized,6,2.12E-05,-10.75993981,94,4.47E-06,-12.31797297,18113596,1.77E-05,-10.94345085,10,6.83E-06,-11.89410949
recollection,1,3.54E-06,-12.55169928,10,4.76E-07,-14.55868266,784919,7.66E-07,-14.08228842,,,
recollections,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,402810,3.93E-07,-14.74940396,,,
recommend,3,1.06E-05,-11.45308699,252,1.20E-05,-11.33183867,28011707,2.73E-05,-10.50749114,33,2.25E-05,-10.70018702
recommended,3,1.06E-05,-11.45308699,86,4.09E-06,-12.40692046,31736559,3.10E-05,-10.38264437,11,7.51E-06,-11.79879931
recompensated,1,3.54E-06,-12.55169928,,,,529,5.16E-10,-21.3846358,,,
reconcile,1,3.54E-06,-12.55169928,18,8.56E-07,-13.970896,1166267,1.14E-06,-13.68630562,1,6.83E-07,-14.19669459
reconsider,1,3.54E-06,-12.55169928,18,8.56E-07,-13.970896,1332725,1.30E-06,-13.55288795,,,
record,9,3.18E-05,-10.3544747,567,2.70E-05,-10.52090845,68328362,6.67E-05,-9.615788735,73,4.99E-05,-9.906235144
recorded,4,1.42E-05,-11.16540492,194,9.23E-06,-11.5934096,22369971,2.18E-05,-10.73239419,8,5.46E-06,-12.11725304
recorder,1,3.54E-06,-12.55169928,19,9.04E-07,-13.91682878,5311337,5.18E-06,-12.17027008,7,4.78E-06,-12.25078444
recording,2,7.08E-06,-11.8585521,646,3.07E-05,-10.39046825,18465600,1.80E-05,-10.92420413,33,2.25E-05,-10.70018702
records,5,1.77E-05,-10.94226137,225,1.07E-05,-11.44516735,49632508,4.84E-05,-9.935467649,35,2.39E-05,-10.64134652
recovered,1,3.54E-06,-12.55169928,34,1.62E-06,-13.33490723,5051800,4.93E-06,-12.22036906,1,6.83E-07,-14.19669459
recovering,2,7.08E-06,-11.8585521,29,1.38E-06,-13.49397193,2171987,2.12E-06,-13.06447125,,,
recovery,1,3.54E-06,-12.55169928,44,2.09E-06,-13.07707812,19702363,1.92E-05,-10.85937509,3,2.05E-06,-13.0980823
recreation,3,1.06E-05,-11.45308699,71,3.38E-06,-12.59858788,6311866,6.16E-06,-11.99768232,14,9.56E-06,-11.55763726
recreational,1,3.54E-06,-12.55169928,61,2.90E-06,-12.75039389,5619809,5.48E-06,-12.11381599,4,2.73E-06,-12.81040022
recruit,1,3.54E-06,-12.55169928,60,2.85E-06,-12.76692319,3166772,3.09E-06,-12.6874009,2,1.37E-06,-13.5035474
recruiting,1,3.54E-06,-12.55169928,37,1.76E-06,-13.25034984,4573653,4.46E-06,-12.31980144,4,2.73E-06,-12.81040022
red,19,6.72E-05,-9.607260302,1083,5.15E-05,-9.87377751,46249855,4.51E-05,-10.00605534,78,5.33E-05,-9.839985759
red's,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,,,,,,
redemption,2,7.08E-06,-11.8585521,6,2.85E-07,-15.06950829,2495000,2.43E-06,-12.92582494,1,6.83E-07,-14.19669459
redheads,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,452269,4.41E-07,-14.63359181,,,
redirected,1,3.54E-06,-12.55169928,,,,1552143,1.51E-06,-13.40047711,,,
redmond,1,3.54E-06,-12.55169928,18,8.56E-07,-13.970896,50954,4.97E-08,-16.81694569,,,
redo,3,1.06E-05,-11.45308699,74,3.52E-06,-12.55720266,641506,6.26E-07,-14.28405041,14,9.56E-06,-11.55763726
reds,2,7.08E-06,-11.8585521,59,2.81E-06,-12.78373031,543803,5.31E-07,-14.4492819,1,6.83E-07,-14.19669459
reduce,1,3.54E-06,-12.55169928,100,4.76E-06,-12.25609757,34827399,3.40E-05,-10.28970927,28,1.91E-05,-10.86449008
reduced,4,1.42E-05,-11.16540492,58,2.76E-06,-12.80082475,25511738,2.49E-05,-10.60097501,11,7.51E-06,-11.79879931
reef,1,3.54E-06,-12.55169928,10,4.76E-07,-14.55868266,2132295,2.08E-06,-13.08291481,3,2.05E-06,-13.0980823
reelect,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,22911,2.24E-08,-17.61625181,,,
reelected,1,3.54E-06,-12.55169928,33,1.57E-06,-13.3647602,210383,2.05E-07,-15.39893927,4,2.73E-06,-12.81040022
reemphasized,1,3.54E-06,-12.55169928,,,,13827,1.35E-08,-18.12124575,,,
reengineered,1,3.54E-06,-12.55169928,,,,36864,3.60E-08,-17.14063349,,,
reese,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,127385,1.24E-07,-15.90065495,,,
refer,3,1.06E-05,-11.45308699,174,8.28E-06,-11.70221246,20218939,1.97E-05,-10.83349393,5,3.42E-06,-12.58725667
reference,3,1.06E-05,-11.45308699,121,5.75E-06,-12.06547721,52995788,5.17E-05,-9.869901232,10,6.83E-06,-11.89410949
references,2,7.08E-06,-11.8585521,58,2.76E-06,-12.80082475,17939259,1.75E-05,-10.95312212,7,4.78E-06,-12.25078444
referendum,1,3.54E-06,-12.55169928,9,4.28E-07,-14.66404318,2257890,2.20E-06,-13.02568292,,,
refers,1,3.54E-06,-12.55169928,21,9.99E-07,-13.81674532,11463463,1.12E-05,-11.40094882,1,6.83E-07,-14.19669459
refine,1,3.54E-06,-12.55169928,10,4.76E-07,-14.55868266,3098801,3.02E-06,-12.70909841,1,6.83E-07,-14.19669459
reflect,2,7.08E-06,-11.8585521,100,4.76E-06,-12.25609757,22221032,2.17E-05,-10.73907444,1,6.83E-07,-14.19669459
reform,1,3.54E-06,-12.55169928,49,2.33E-06,-12.96944746,13455952,1.31E-05,-11.24069214,6,4.10E-06,-12.40493512
reformatory,1,3.54E-06,-12.55169928,,,,40771,3.98E-08,-17.03989791,2,1.37E-06,-13.5035474
refresher,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,507899,4.96E-07,-14.51758634,2,1.37E-06,-13.5035474
refrigerator,2,7.08E-06,-11.8585521,106,5.04E-06,-12.19782866,2904596,2.83E-06,-12.77381936,27,1.84E-05,-10.90085772
refuge,2,7.08E-06,-11.8585521,7,3.33E-07,-14.91535761,2161967,2.11E-06,-13.06909522,,,
refurbish,1,3.54E-06,-12.55169928,12,5.71E-07,-14.37636111,211770,2.07E-07,-15.39236817,1,6.83E-07,-14.19669459
refuse,4,1.42E-05,-11.16540492,133,6.33E-06,-11.97091863,6851791,6.69E-06,-11.91560359,14,9.56E-06,-11.55763726
refused,2,7.08E-06,-11.8585521,93,4.42E-06,-12.32866826,8326918,8.12E-06,-11.72062027,7,4.78E-06,-12.25078444
refuses,3,1.06E-05,-11.45308699,17,8.09E-07,-14.02805441,2603218,2.54E-06,-12.8833653,2,1.37E-06,-13.5035474
refute,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,534774,5.22E-07,-14.46602472,3,2.05E-06,-13.0980823
regardless,4,1.42E-05,-11.16540492,429,2.04E-05,-10.79981084,11578736,1.13E-05,-11.39094336,12,8.20E-06,-11.71178794
regards,1,3.54E-06,-12.55169928,172,8.18E-06,-11.71377328,7678592,7.49E-06,-11.80167747,11,7.51E-06,-11.79879931
reggae,1,3.54E-06,-12.55169928,10,4.76E-07,-14.55868266,1123447,1.10E-06,-13.72371203,1,6.83E-07,-14.19669459
region,2,7.08E-06,-11.8585521,195,9.27E-06,-11.5882682,51336671,5.01E-05,-9.90170834,20,1.37E-05,-11.20096231
regions,1,3.54E-06,-12.55169928,39,1.85E-06,-13.19770611,19160865,1.87E-05,-10.88724375,2,1.37E-06,-13.5035474
register,4,1.42E-05,-11.16540492,160,7.61E-06,-11.78609394,61097258,5.96E-05,-9.727646683,15,1.02E-05,-11.48864438
registered,3,1.06E-05,-11.45308699,193,9.18E-06,-11.59857757,53583190,5.23E-05,-9.858878272,26,1.78E-05,-10.93859805
regret,1,3.54E-06,-12.55169928,386,1.84E-05,-10.90543039,3366817,3.28E-06,-12.62614588,1,6.83E-07,-14.19669459
regrets,1,3.54E-06,-12.55169928,143,6.80E-06,-11.89842313,866594,8.46E-07,-13.98329836,1,6.83E-07,-14.19669459
regrettable,2,7.08E-06,-11.8585521,6,2.85E-07,-15.06950829,260558,2.54E-07,-15.18504347,,,
regular,23,8.14E-05,-9.416205065,2129,0.000101256,-9.197860092,37148815,3.62E-05,-10.2251818,170,0.000116119,-9.060896148
regular's,1,3.54E-06,-12.55169928,,,,,,,,,
regularly,3,1.06E-05,-11.45308699,426,2.03E-05,-10.80682841,13164196,1.28E-05,-11.26261295,40,2.73E-05,-10.50781513
regulate,1,3.54E-06,-12.55169928,129,6.14E-06,-12.00145535,3683069,3.59E-06,-12.5363673,8,5.46E-06,-12.11725304
regulations,1,3.54E-06,-12.55169928,123,5.85E-06,-12.0490834,27698911,2.70E-05,-10.51872057,5,3.42E-06,-12.58725667
rehab,2,7.08E-06,-11.8585521,61,2.90E-06,-12.75039389,2072362,2.02E-06,-13.11142465,5,3.42E-06,-12.58725667
rehabilitation,1,3.54E-06,-12.55169928,17,8.09E-07,-14.02805441,6392524,6.24E-06,-11.98498449,23,1.57E-05,-11.06120037
rehearsal,2,7.08E-06,-11.8585521,12,5.71E-07,-14.37636111,1243319,1.21E-06,-13.62232925,2,1.37E-06,-13.5035474
rehearsals,2,7.08E-06,-11.8585521,7,3.33E-07,-14.91535761,533788,5.21E-07,-14.46787019,3,2.05E-06,-13.0980823
reimbursed,1,3.54E-06,-12.55169928,32,1.52E-06,-13.39553185,1249652,1.22E-06,-13.61724856,7,4.78E-06,-12.25078444
reincarnation,1,3.54E-06,-12.55169928,6,2.85E-07,-15.06950829,396332,3.87E-07,-14.76561671,,,
reinforced,1,3.54E-06,-12.55169928,15,7.13E-07,-14.15321756,2879979,2.81E-06,-12.78233067,4,2.73E-06,-12.81040022
reiterate,1,3.54E-06,-12.55169928,5,2.38E-07,-15.25182984,553469,5.40E-07,-14.43166321,,,
rejecting,1,3.54E-06,-12.55169928,14,6.66E-07,-14.22221043,1286819,1.26E-06,-13.58794039,,,
relate,5,1.77E-05,-10.94226137,542,2.58E-05,-10.56600176,8122567,7.93E-06,-11.74546743,27,1.84E-05,-10.90085772
related,11,3.89E-05,-10.15380401,836,3.98E-05,-10.13263914,117749841,0.000114888,-9.071551289,69,4.71E-05,-9.962588081
relation,3,1.06E-05,-11.45308699,92,4.38E-06,-12.33947918,20286691,1.98E-05,-10.83014862,5,3.42E-06,-12.58725667
relation's,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,,,,,,
relations,4,1.42E-05,-11.16540492,284,1.35E-05,-11.21229352,20474492,2.00E-05,-10.82093385,13,8.88E-06,-11.63174523
relationship,26,9.20E-05,-9.293602743,2233,0.000106202,-9.150166505,39482985,3.85E-05,-10.16424385,32,2.19E-05,-10.73095868
relationships,9,3.18E-05,-10.3544747,770,3.66E-05,-10.21487724,21748446,2.12E-05,-10.76057136,12,8.20E-06,-11.71178794
relative,2,7.08E-06,-11.8585521,305,1.45E-05,-11.14095598,22899483,2.23E-05,-10.70899934,23,1.57E-05,-11.06120037
relatively,8,2.83E-05,-10.47225774,319,1.52E-05,-11.09607665,19236549,1.88E-05,-10.88330161,35,2.39E-05,-10.64134652
relatives,4,1.42E-05,-11.16540492,610,2.90E-05,-10.4478088,6018539,5.87E-06,-12.04526913,43,2.94E-05,-10.43549447
relativity,1,3.54E-06,-12.55169928,8,3.80E-07,-14.78182622,841186,8.21E-07,-14.01305615,1,6.83E-07,-14.19669459
relax,4,1.42E-05,-11.16540492,374,1.78E-05,-10.93701196,6097271,5.95E-06,-12.03227238,15,1.02E-05,-11.48864438
relaxants,1,3.54E-06,-12.55169928,,,,159086,1.55E-07,-15.67842401,,,
relaxed,5,1.77E-05,-10.94226137,170,8.09E-06,-11.72546932,4082930,3.98E-06,-12.4332988,12,8.20E-06,-11.71178794
relaxing,1,3.54E-06,-12.55169928,248,1.18E-05,-11.34783901,3964822,3.87E-06,-12.46265271,27,1.84E-05,-10.90085772
release,3,1.06E-05,-11.45308699,166,7.90E-06,-11.74927997,61082047,5.96E-05,-9.727895678,15,1.02E-05,-11.48864438
released,1,3.54E-06,-12.55169928,126,5.99E-06,-12.02498585,37765511,3.68E-05,-10.20871739,16,1.09E-05,-11.42410586
relevance,3,1.06E-05,-11.45308699,8,3.80E-07,-14.78182622,5719521,5.58E-06,-12.09622861,4,2.73E-06,-12.81040022
relevant,1,3.54E-06,-12.55169928,77,3.66E-06,-12.51746234,41688995,4.07E-05,-10.10987649,6,4.10E-06,-12.40493512
relieve,1,3.54E-06,-12.55169928,56,2.66E-06,-12.83591607,2814460,2.75E-06,-12.80534326,1,6.83E-07,-14.19669459
religion,51,0.000180483,-8.619873648,1205,5.73E-05,-9.767032911,17321291,1.69E-05,-10.98817723,15,1.02E-05,-11.48864438
religion's,2,7.08E-06,-11.8585521,12,5.71E-07,-14.37636111,,,,,,
religions,4,1.42E-05,-11.16540492,182,8.66E-06,-11.65726107,3166129,3.09E-06,-12.68760397,1,6.83E-07,-14.19669459
religious,16,5.66E-05,-9.779110559,1034,4.92E-05,-9.920077702,23137215,2.26E-05,-10.69867131,27,1.84E-05,-10.90085772
reload,2,7.08E-06,-11.8585521,1,4.76E-08,-16.86126776,2064518,2.01E-06,-13.11521689,,,
relocate,1,3.54E-06,-12.55169928,43,2.05E-06,-13.10006764,1313972,1.28E-06,-13.56705906,,,
relocated,3,1.06E-05,-11.45308699,26,1.24E-06,-13.60317122,1298394,1.27E-06,-13.57898556,2,1.37E-06,-13.5035474
rely,3,1.06E-05,-11.45308699,331,1.57E-05,-11.05914938,8870299,8.65E-06,-11.65740517,13,8.88E-06,-11.63174523
relying,2,7.08E-06,-11.8585521,59,2.81E-06,-12.78373031,5980900,5.84E-06,-12.05154261,1,6.83E-07,-14.19669459
remain,1,3.54E-06,-12.55169928,219,1.04E-05,-11.47219603,29647937,2.89E-05,-10.45072113,6,4.10E-06,-12.40493512
remaining,1,3.54E-06,-12.55169928,34,1.62E-06,-13.33490723,19095578,1.86E-05,-10.89065688,1,6.83E-07,-14.19669459
remains,2,7.08E-06,-11.8585521,42,2.00E-06,-13.12359814,24278927,2.37E-05,-10.6505049,2,1.37E-06,-13.5035474
remark,2,7.08E-06,-11.8585521,21,9.99E-07,-13.81674532,2096439,2.05E-06,-13.09987348,2,1.37E-06,-13.5035474
remarkably,1,3.54E-06,-12.55169928,9,4.28E-07,-14.66404318,1902493,1.86E-06,-13.19694854,6,4.10E-06,-12.40493512
remarried,6,2.12E-05,-10.75993981,174,8.28E-06,-11.70221246,236888,2.31E-07,-15.28028149,2,1.37E-06,-13.5035474
remedial,1,3.54E-06,-12.55169928,17,8.09E-07,-14.02805441,1609526,1.57E-06,-13.36417395,4,2.73E-06,-12.81040022
remember,108,0.000382199,-7.869568054,9363,0.000445307,-7.716746726,42983905,4.19E-05,-10.07928793,576,0.000393438,-7.840586925
remembered,1,3.54E-06,-12.55169928,137,6.52E-06,-11.94128683,6434150,6.28E-06,-11.97849393,8,5.46E-06,-12.11725304
remembers,2,7.08E-06,-11.8585521,43,2.05E-06,-13.10006764,1820171,1.78E-06,-13.24118322,5,3.42E-06,-12.58725667
remind,2,7.08E-06,-11.8585521,112,5.33E-06,-12.14276889,4698931,4.58E-06,-12.29277864,7,4.78E-06,-12.25078444
reminded,4,1.42E-05,-11.16540492,120,5.71E-06,-12.07377601,4304958,4.20E-06,-12.38034629,7,4.78E-06,-12.25078444
reminds,3,1.06E-05,-11.45308699,198,9.42E-06,-11.57300073,3461865,3.38E-06,-12.59830621,9,6.15E-06,-11.99947001
reminisce,1,3.54E-06,-12.55169928,4,1.90E-07,-15.4749734,158045,1.54E-07,-15.68498915,1,6.83E-07,-14.19669459
remodel,1,3.54E-06,-12.55169928,4,1.90E-07,-15.4749734,455519,4.44E-07,-14.62643152,,,
remodeling,2,7.08E-06,-11.8585521,12,5.71E-07,-14.37636111,1676703,1.64E-06,-13.32328431,7,4.78E-06,-12.25078444
remotely,1,3.54E-06,-12.55169928,37,1.76E-06,-13.25034984,2718101,2.65E-06,-12.8401802,4,2.73E-06,-12.81040022
remove,2,7.08E-06,-11.8585521,96,4.57E-06,-12.29691957,33331871,3.25E-05,-10.33359964,15,1.02E-05,-11.48864438
removed,4,1.42E-05,-11.16540492,190,9.04E-06,-11.61424368,26660666,2.60E-05,-10.55692438,14,9.56E-06,-11.55763726
renew,1,3.54E-06,-12.55169928,16,7.61E-07,-14.08867903,3735628,3.64E-06,-12.52219773,3,2.05E-06,-13.0980823
renewed,2,7.08E-06,-11.8585521,16,7.61E-07,-14.08867903,3896917,3.80E-06,-12.47992794,2,1.37E-06,-13.5035474
rent,20,7.08E-05,-9.555967008,1712,8.14E-05,-9.4158502,29297337,2.86E-05,-10.46261705,101,6.90E-05,-9.581574069
rented,4,1.42E-05,-11.16540492,279,1.33E-05,-11.23005598,2450616,2.39E-06,-12.94377425,39,2.66E-05,-10.53313294
renting,5,1.77E-05,-10.94226137,225,1.07E-05,-11.44516735,2102705,2.05E-06,-13.09688906,12,8.20E-06,-11.71178794
repaint,1,3.54E-06,-12.55169928,4,1.90E-07,-15.4749734,359715,3.51E-07,-14.8625569,4,2.73E-06,-12.81040022
repaired,2,7.08E-06,-11.8585521,14,6.66E-07,-14.22221043,2125290,2.07E-06,-13.08620541,6,4.10E-06,-12.40493512
repairs,1,3.54E-06,-12.55169928,19,9.04E-07,-13.91682878,5882933,5.74E-06,-12.06805822,29,1.98E-05,-10.82939876
repealed,1,3.54E-06,-12.55169928,9,4.28E-07,-14.66404318,1681182,1.64E-06,-13.32061655,4,2.73E-06,-12.81040022
repeating,3,1.06E-05,-11.45308699,52,2.47E-06,-12.91002404,2259698,2.20E-06,-13.0248825,5,3.42E-06,-12.58725667
repent,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,659593,6.44E-07,-14.25624597,1,6.83E-07,-14.19669459
repercussions,1,3.54E-06,-12.55169928,72,3.42E-06,-12.58460164,612326,5.97E-07,-14.33060413,2,1.37E-06,-13.5035474
replace,1,3.54E-06,-12.55169928,229,1.09E-05,-11.42754575,18022769,1.76E-05,-10.94847777,42,2.87E-05,-10.45902497
replaced,2,7.08E-06,-11.8585521,111,5.28E-06,-12.15173756,14149978,1.38E-05,-11.1904006,10,6.83E-06,-11.89410949
replacement,1,3.54E-06,-12.55169928,51,2.43E-06,-12.92944212,17313479,1.69E-05,-10.98862834,3,2.05E-06,-13.0980823
replacing,1,3.54E-06,-12.55169928,38,1.81E-06,-13.2236816,5056316,4.93E-06,-12.21947552,9,6.15E-06,-11.99947001
report,7,2.48E-05,-10.60578913,590,2.81E-05,-10.48114522,127219580,0.000124128,-8.994199101,63,4.30E-05,-10.05355986
reports,6,2.12E-05,-10.75993981,348,1.66E-05,-11.00906528,61374192,5.99E-05,-9.72312425,44,3.01E-05,-10.41250495
repossess,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,61812,6.03E-08,-16.62377143,,,
repossessions,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,39738,3.88E-08,-17.06556104,,,
represent,3,1.06E-05,-11.45308699,94,4.47E-06,-12.31797297,25439253,2.48E-05,-10.6038203,9,6.15E-06,-11.99947001
representation,1,3.54E-06,-12.55169928,32,1.52E-06,-13.39553185,15586486,1.52E-05,-11.09370941,4,2.73E-06,-12.81040022
representative,2,7.08E-06,-11.8585521,61,2.90E-06,-12.75039389,18278501,1.78E-05,-10.93438811,5,3.42E-06,-12.58725667
